,,2020-01-01,2020-01-01,2020-01-01,2020-01-01,2020-02-01,2020-02-01,2020-02-01,2020-03-01,2020-03-01,2020-03-01,2020-03-01,2020-04-01,2020-04-01,2020-04-01,2020-04-01,2020-05-01,2020-05-01,2020-05-01,2020-05-01,2020-06-01,2020-06-01,2020-06-01,2020-07-01,2020-07-01,2020-07-01,2020-07-01,2020-08-01,2020-08-01,2020-08-01,2020-08-01,2020-09-01,2020-09-01,2020-09-01,2020-09-01,2020-10-01,2020-10-01,2020-10-01,2020-10-01,2020-11-01,2020-11-01,2020-11-01,2020-11-01,2020-12-01,2020-12-01,2020-12-01,2020-12-01
Cuenta,Cuenta,Mov. 02/01/2020 a 31/01/2020,Mov. 02/01/2020 a 31/01/2020,Saldos a 31/01/2020,Saldos a 31/01/2020,Mov. 01/02/2020 a 28/02/2020,Mov. 01/02/2020 a 28/02/2020,Saldos a 28/02/2020,Mov. 01/03/2020 a 31/03/2020,Mov. 01/03/2020 a 31/03/2020,Saldos a 31/03/2020,Saldos a 31/03/2020,Mov. 01/04/2020 a 30/04/2020,Mov. 01/04/2020 a 30/04/2020,Saldos a 30/04/2020,Saldos a 30/04/2020,Mov. 02/05/2020 a 31/05/2020,Mov. 02/05/2020 a 31/05/2020,Saldos a 31/01/2020,Saldos a 31/01/2020,Mov. 01/06/2020 a 30/06/2020,Mov. 01/06/2020 a 30/06/2020,Saldos a 28/06/2020,Mov. 01/07/2020 a 31/07/2020,Mov. 01/07/2020 a 31/07/2020,Saldos a 31/07/2020,Saldos a 31/07/2020,Mov. 01/08/2020 a 30/08/2020,Mov. 01/08/2020 a 30/08/2020,Saldos a 30/08/2020,Saldos a 30/08/2020,Mov. 01/09/2020 a 31/09/2020,Mov. 01/09/2020 a 31/09/2020,Saldos a 31/09/2020,Saldos a 31/09/2020,Mov. 01/10/2020 a 31/10/2020,Mov. 01/10/2020 a 31/10/2020,Saldos a 31/10/2020,Saldos a 31/10/2020,Mov. 01/11/2020 a 30/11/2020,Mov. 01/11/2020 a 30/11/2020,Saldos a 30/11/2020,Saldos a 30/11/2020,Mov. 01/12/2020 a 30/12/2020,Mov. 01/12/2020 a 30/12/2020,Saldos a 31/12/2020,Saldos a 31/12/2020
Cód.,Nombre,Débitos ,Créditos ,Saldo actual ,,Débitos ,Créditos ,Saldo actual ,Débitos ,Créditos ,Saldo actual ,,Débitos ,Créditos ,Saldo actual ,,Débitos ,Créditos ,Saldo actual ,,Débitos ,Créditos ,Saldo actual ,Débitos ,Créditos ,Saldo actual ,,Débitos ,Créditos ,Saldo actual ,,Débitos ,Créditos ,Saldo actual ,,Débitos ,Créditos ,Saldo actual ,,Débitos ,Créditos ,Saldo actual ,,Débitos ,Créditos ,Saldo actual ,
5145,Mantenimiento y reparaciones,860692,0,860692,,1323528,0,2184220,387424,0,2571644,,,0,2571644,,130709,0,2702353,,2136926,0,4839279,185600,0,5024879,,35000,0,5059879,,329820,0,5389699,,82850,0,5472549,,2241508,0,7714057,,634124,0,8348181,
514510,construcciones y edificaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79920,,79920,,,,79920,,,,79920,,,,79920,
514515,Maquinaria y equipo,529654,0,529654,,543028,0,1072682,330021,0,1402703,,0,0,1402703,,109709,0,1512412,,989168,0,2501580,88000,0,2589580,,0,0,2589580,,0,0,2589580,,67850,0,2657430,,2116100,0,4773530,,296124,0,5069654,
514520,Equipo de oficina,0,0,,,400000,0,400000,0,0,400000,,0,0,400000,,0,0,400000,,0,0,400000,13000,0,413000,,0,0,413000,,0,0,413000,,,0,413000,,0,0,413000,,0,0,413000,
514525,Equipo de computación y comunicación,0,0,,,70000,0,70000,57403,0,127403,,0,0,127403,,0,0,127403,,0,0,127403,0,0,127403,,35000,0,162403,,,0,162403,,15000,0,177403,,0,0,177403,,140000,0,317403,
514540,Flota y equipo de transportes,331038,0,331038,,310500,0,641538,0,0,641538,,0,0,641538,,21000,0,662538,,1147758,0,1810296,84600,0,1894896,,0,0,1894896,,249900,0,2144796,,0,0,2144796,,125408,0,2270204,,198000,0,2468204,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150,Adecuación e instalación,,0,,,185798,0,185798,251815,0,437613,,1079764,0,1517377,,0,0,1517377,,,0,1517377,11177,0,1528554,,65589,0,1594143,,,0,1594143,,562294,0,2156437,,273728,0,2430165,,,0,2430165,
515005,Instalaciones electricas ,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,11177,0,11177,,0,0,11177,,0,0,11177,,0,0,11177,,0,0,11177,,0,0,11177,
515010,Arreglos ornamentales,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
515015,Reparaciones locativas ,0,0,,,185798,0,185798,251815,0,437613,,1055954,0,1493567,,0,0,1493567,,0,0,1493567,0,0,1493567,,65589,0,1559156,,0,0,1559156,,562294,0,2121450,,273728,0,2395178,,,0,2395178,
515095,Otros,0,0,,,0,0,,0,0,,,23810,0,23810,,0,0,23810,,0,0,23810,0,0,23810,,0,0,23810,,0,0,23810,,0,0,23810,,0,0,23810,,0,0,23810,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5160,Depreciacion,2941584,,2941584,,2941584,,5883168,2941584,,8824752,,2941584,,11766336,,2941584,,14707920,,2941584,,17649504,2941584,,20591088,,2941584,,23532672,,2941584,,26474256,,2941584,,29415840,,2941584,,32357424,,2941584,,35299008,
516005,construcciones y edificaciones,1588943,,1588943,,1588943,,3177886,1588943,,4766829,,1588943,,6355772,,1588943,,7944715,,1588943,,9533658,1588943,,11122601,,1588943,,12711544,,1588943,,14300487,,1588943,,15889430,,1588943,,17478373,,1588943,,19067316,
516010,maquinaria y equipo,749658,,749658,,749658,,1499316,749658,,2248974,,749658,,2998632,,749658,,3748290,,749658,,4497948,749658,,5247606,,749658,,5997264,,749658,,6746922,,749658,,7496580,,749658,,8246238,,749658,,8995896,
516015,equipo de oficina,3733,,3733,,3733,,7466,3733,,11199,,3733,,14932,,3733,,18665,,3733,,22398,3733,,26131,,3733,,29864,,3733,,33597,,3733,,37330,,3733,,41063,,3733,,44796,
516020,equipo de computacion,22650,,22650,,22650,,45300,22650,,67950,,22650,,90600,,22650,,113250,,22650,,135900,22650,,158550,,22650,,181200,,22650,,203850,,22650,,226500,,22650,,249150,,22650,,271800,
516035,flota y equipo de transporte,576600,,576600,,576600,,1153200,576600,,1729800,,576600,,2306400,,576600,,2883000,,576600,,3459600,576600,,4036200,,576600,,4612800,,576600,,5189400,,576600,,5766000,,576600,,6342600,,576600,,6919200,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5195,Diversos,670886,0,670886,,864910,0,1535796,414653,0,1950449,,37449,0,1987898,,1215745,0,3203643,,458950,0,3662593,643626,0,4306219,,935637,0,5241856,,554990,0,5796846,,329055,0,6125901,,587864,0,6713765,,1052446,0,7766211,
519505,Comisiones,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
519520,Gastos de representación y relaciones públicas,269286,0,269286,,0,0,269286,0,0,269286,,0,0,269286,,0,0,269286,,0,0,269286,0,0,269286,,0,0,269286,,0,0,269286,,0,0,269286,,0,0,269286,,291870,0,561156,
519525,Elementos de aseo y cafetería,43000,0,43000,,231158,0,274158,10500,0,284658,,31500,0,316158,,85610,0,401768,,231200,0,632968,178860,0,811828,,0,0,811828,,64910,0,876738,,48600,0,925338,,63526,0,988864,,51000,0,1039864,
519530,"Utiles, papelería y fotocopias",10600,0,10600,,161766,0,172366,4000,0,176366,,0,0,176366,,8000,0,184366,,8446,0,192812,16194,0,209006,,,0,209006,,12000,0,221006,,0,0,221006,,53900,0,274906,,19966,0,294872,
519535,Combustibles Turbo,300000,0,300000,,365986,0,665986,330091,0,996077,,0,0,996077,,163011,0,1159088,,216880,0,1375968,366272,0,1742240,,,0,1742240,,0,0,1742240,,181713,0,1923953,,270314,0,2194267,,182248,0,2376515,
519540,Combustible Mantenimiento,0,0,,,50000,0,50000,0,0,50000,,0,0,50000,,0,0,50000,,0,0,50000,80000,0,130000,,228992,0,358992,,161592,0,520584,,93456,0,614040,,,0,614040,,,0,614040,
519545,Taxis y buses,0,0,,,31300,0,31300,0,0,31300,,0,0,31300,,0,0,31300,,0,0,31300,0,0,31300,,0,0,31300,,16000,0,47300,,0,0,47300,,,0,47300,,,0,47300,
519555,Peajes,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,0,0,,,15400,0,15400,,0,0,15400,,,0,15400,,,0,15400,
519560,Casino y restaurante,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,5000,0,5000,,,0,5000,,,0,5000,
519565,Parqueaderos,3000,0,3000,,4600,0,7600,0,0,7600,,0,0,7600,,0,0,7600,,2300,0,9900,2300,0,12200,,2521,0,14721,,0,0,14721,,0,0,14721,,,0,14721,,2300,0,17021,
519576,FUMIGACION,45000,,45000,,20000,,65000,70000,,135000,,,,135000,,,,135000,,,,135000,,,135000,,,,135000,,0,,135000,,,,135000,,,,135000,,105000,,240000,
519595,Otros,0,0,,,100,0,100,62,0,162,,5949,0,6111,,959124,14124,965235,,124,0,965359,0,0,965359,,704124,0,1669483,,285088,0,1954571,,286,0,1954857,,200124,0,2154981,,400062,0,2555043,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Operacionales de ventas,560812,0,560812,,229774,0,790586,229774,0,1020360,,229774,0,1250134,,229774,0,1479908,,208401,0,1688309,208401,0,1896710,,226338,0,2123048,,226338,0,2349386,,237227,0,2586613,,237227,0,2823840,,237227,0,3061067,
5215,Impuestos,0,0,,,,0,,0,0,,,0,0,,,0,0,,,,0,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
521595,Otros,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,,0,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5220,Arrendamientos,0,0,,,,0,,,0,,,,0,,,,0,,,,0,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,
522015,Maquinaria y equipo,0,0,,,,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,,0,,,0,0,,,0,0,,,,0,,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5230,Seguros,60900,0,60900,,61214,0,122114,61214,0,183328,,61214,0,244542,,61214,0,305756,,56313,0,362069,56313,0,418382,,60426,0,478808,,60426,0,539234,,62923,0,602157,,62923,0,665080,,62923,0,728003,
523095,Otros,60900,0,60900,,61214,0,122114,61214,0,183328,,61214,0,244542,,61214,0,305756,,56313,0,362069,56313,0,418382,,60426,0,478808,,60426,0,539234,,62923,0,602157,,62923,0,665080,,62923,0,728003,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5235,servicios ,0,0,,,0,0,,0,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5235,inmuebles,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,,,0,,,,,,,,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5245,Mantenimiento y reparaciones,332400,0,332400,,,0,332400,0,0,332400,,,0,332400,,0,0,332400,,0,0,332400,,0,332400,,,0,332400,,,0,332400,,,0,332400,,,0,332400,,,0,332400,
524510,Construcciones y edificaciones,332400,0,332400,,0,0,332400,0,0,332400,,0,0,332400,,0,0,332400,,0,0,332400,0,0,332400,,0,0,332400,,0,0,332400,,0,0,332400,,0,0,332400,,0,0,332400,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5250,ADECUACIONES E INSTALACIONES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525015,Reparaciones locativas,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5295,DIVERSOS ,167512,,167512,,168560,,336072,168560,,504632,,168560,,673192,,168560,,841752,,152088,,993840,152088,,1145928,,165912,,1311840,,165912,,1477752,,174304,,1652056,,174304,,1826360,,174304,,2000664,
529510,Comisiones inmobiliaria,167512,,167512,,168560,,336072,168560,,504632,,168560,,673192,,168560,,841752,,152088,,993840,152088,,1145928,,165912,,1311840,,165912,,1477752,,174304,,1652056,,174304,,1826360,,174304,,2000664,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,No operacionales,98092,0,98092,,80278,0,178370,176028,0,354398,,90940,0,445338,,130185,0,575523,,159553,0,735076,130854,0,865930,,202627,0,1068557,,76253,0,1144810,,80116,0,1224926,,110234,0,1335160,,131336,0,1466496,
5305,Financieros,97792,0,97792,,79912,0,177704,175708,0,353412,,90188,0,443600,,130095,0,573695,,140336,0,714031,130854,0,844885,,201970,0,1046855,,76253,0,1123108,,79923,0,1203031,,109964,0,1312995,,131216,0,1444211,
530505,Gastos bancarios,6800,0,6800,,6800,0,13600,6800,0,20400,,6800,0,27200,,6800,0,34000,,6800,0,40800,6800,0,47600,,6800,0,54400,,6800,0,61200,,6800,0,68000,,6800,0,74800,,6800,0,81600,
530515,Comisiones,67550,0,67550,,56850,0,124400,103550,0,227950,,68500,0,296450,,96580,0,393030,,107740,0,500770,93100,0,593870,,81000,0,674870,,56000,0,730870,,61400,0,792270,,71550,0,863820,,80700,0,944520,
530525,4 X MIL,23442,0,23442,,16262,0,39704,63358,0,103062,,14888,0,117950,,26715,0,144665,,25796,0,170461,30954,0,201415,,33770,0,235185,,13453,0,248638,,11723,0,260361,,31614,0,291975,,43716,0,335691,
530535,Descuentos comerciales condicionados,0,0,,,0,0,,2000,0,2000,,0,0,2000,,0,0,2000,,,0,2000,0,0,2000,,80400,0,82400,,0,0,82400,,0,0,82400,,,0,82400,,,0,82400,
530540,otros ,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,0,0,,,0,0,,,0,0,,,0,0,,,,0,,,,0,,
5315,Gastos extraordinarios,300,0,300,,366,0,666,320,0,986,,752,0,1738,,90,0,1828,,19217,0,21045,,0,21045,,657,0,21702,,,0,21702,,193,0,21895,,270,0,22165,,120,0,22285,
531520,Impuestos asumidos,300,0,300,,366,0,666,320,0,986,,752,0,1738,,90,0,1828,,19217,0,21045,0,0,21045,,0,0,21045,,0,0,21045,,193,0,21238,,270,0,21508,,120,0,21628,
531525,Industria y comercio ,,,,,0,0,0,0,0,0,,0,0,0,,,,,,0,0,0,0,0,0,,657,0,0,,0,0,0,,0,0,0,,0,0,0,,,0,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Total Ingresos :,,16317677,16317677,,0,18355496,34673173,0,19002187,53675360,,,2118814,55794174,,,3692905,59487079,,0,22654975,82142054,0,15859686,98001740,,0,13147172,111148912,,0,16313657,127462569,,0,19079629.83,146542198.82999998,,0,15904178,162446376.82999998,,0,18762225,181208601.82999998,
,TOTAL INGRESOS OPERATIVOS(RESTANDO ARRIENDOS),,14428877,14428877,,,16466696,30895573,,17113387,48008960,,,230014,48238974,,,1804105,50043079,,,20972075,71015154,,14176786,85191940,,,11211072,96403012,,,14457957,110860969,,,17119029.83,127979998.83,,,13943578,141923576.82999998,,,16801625,158725201.82999998,
,Total Egresos :,11183760,0,11183760,,13337610,0,24521370,10865138,0,35386508,,8424882,0,43811390,,10909925,0,54721315,,12990071,0,67711386,11530572,0,79241958,,11013798,0,90255756,,11098718,0,101354474,,14559398,0,115913872,,15548745,0,131462617,,12796951,0,144259568,
,UTILIDADES ACUMULADAS,11183760,14428877,3245117,,13337610,16466696,6374203,10865138,17113387,12622452,,8424882,230014,4427584,UTILIDAD ACUMULADA DEL CUATRIMESTRE,10909925,1804105,-4678236,,12990071,20972075,3303768,11530572,14176786,5949982,,11013798,11211072,6147256,UTILIDAD ACUMULADA DEL CUATRIMESTRE,11098718,14457957,9506495,,14559398,17119029.83,12066126.829999998,,15548745,13943578,10460959.829999998,,12796951,16801625,14465633.829999998,UTILIDAD ACUMULADA DEL CUATRIMESTRE
,UTILIDAD MENSUAL ,ENERO,ENERO,3245117,,FEBRERO ,FEBRERO ,3129086,MARZO ,MARZO ,6248249,,ABRIL ,ABRIL ,-8194868,,MAYO ,MAYO ,-9105820,,JUNIO ,JUNIO ,7982004,JULIO ,JULIO ,2646214,,AGOSTO,AGOSTO,197274,,SEPTIEMBRE,SEPTIEMBRE,3359239,,OCTUBRE,OCTUBRE,2559631.829999998,,NOVIEMBRE,NOVIEMBRE,-1605167,,DICIEMBRE,DICIEMBRE,4004674,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12066126.829999998,,,,,,,,,
